;date;planning_method
137;2026/11/30 03:50:00;3
138;2026/11/30 17:50:00;3
139;2026/12/01 00:30:00;3
140;2026/12/01 00:50:00;3
141;2026/12/01 01:10:00;3
142;2026/12/01 01:30:00;3
143;2026/12/01 01:50:00;3
144;2026/12/01 02:10:00;3
145;2026/12/01 02:30:00;3
146;2026/12/03 05:50:00;3
147;2026/12/03 06:20:00;3
148;2026/12/10 00:20:00;3
149;2026/12/10 00:30:00;3
150;2026/12/12 01:00:00;3
151;2026/12/15 14:30:00;3
152;2026/12/15 14:50:00;3
153;2026/12/15 15:10:00;3
154;2026/12/15 15:30:00;3
155;2026/12/15 15:50:00;3
156;2026/12/16 00:20:00;3
157;2026/12/16 00:30:00;3
158;2026/12/16 04:40:00;3
159;2026/12/17 02:00:00;3
160;2026/12/18 00:40:00;3
161;2026/12/19 00:50:00;3
162;2026/12/21 00:50:00;3
163;2026/12/23 15:00:00;3
164;2026/12/24 08:50:00;3
165;2026/12/28 00:30:00;3
166;2026/12/30 13:10:00;3
167;2026/12/31 04:10:00;3
168;2026/12/31 04:30:00;3
169;2026/12/31 04:50:00;3
170;2026/12/31 05:10:00;3
